id,pro_address,name
2535,870 Gympie Rd Lawnton *,Rhcommercial
2536,876 Old Cleveland Road Carina,Rhcommercialsouthside
2537,88 Beatty Road Archerfield,Rhcommercialsouthside
2538,"88 Britannia Avenue, Morningside",Timaltass
2539,88 Gerler St Bardon,Urbanproperty
2540,"88 Gerler Street, Bardon",Urbanproperty
2541,"88 Lever Street, Albion",Rhcommercial
2542,88 Lincoln Street Oxley (ABC),Rhcommercialsouthside
2543,88 Meakin Rd Meadowbrook *,Bluecommercial
2544,"89 Enoggera Terrace, Red Hill",Rhcommercial
2545,"89 Enoggera Terrace, Red Hill #340",Rhcommercial
2546,896 Boundary Road Coopers Plains,Rhcommercialsouthside
2547,"9 Discovery Drive, North Lakes",Rhcommercial
2548,"9 Elizabeth Ave, Clontarf",Commercialguys
2549,"9 Elizabeth Avenue, Clontarf",Rhcommercial
2550,9 Flinders Parade North Lakes *,Commercialguys
2551,9 Kinkuna St Wishart *,Timaltass
2552,9 Mckechnie Dr Eight Mile Plains *,SavillsQLD
2553,"9 Myall Street, Norman Park",Timaltass
2554,"9 Randall Street, Slacks Creek",CushWakeQLD
2555,"9, 20 Rivergate Place, Murarrie",Duganandco
2556,"9/ 30 Raubers Rd, Banyo",Duganandco
2557,"9/139 Lytton Rd, East Brisbane",Timaltass
2558,9/23 Ashtan Pl Banyo,Duganandco
2559,9/23 Ashtan Pl Banyo *,Duganandco
2560,"9/25 Depot Street, Banyo",Duganandco
2561,"9/30 Lang Parade, Auchenflower",Urbanproperty
2562,"9/30 Raubers Road, Banyo",Duganandco
2563,"9/30 Raubers Road, Banyo (facing nudgee road 2.0)",Duganandco
2564,"9/30 Raubers Road, Banyo (Facing Nudgee Road)",Duganandco
2565,"9/31 Wynnum Road, Norman Park",Timaltass
2566,9/53 Meadow Avenue Coopers Plains,Rhcommercialsouthside
2567,9/56 Boundary Road Rocklea,Rhcommercialsouthside
2568,"9/56 Boundary Road, Rocklea",CushWakeQLD
2569,"9/67 Depot Street, Banyo",Duganandco
2570,"9/94 Delta Street, Geebung",Rhcommercial
2571,9/96 Marshall Rd Holland Park *,Timaltass
2572,"91 Basalt Street, Geebung",Rhcommercial
2573,"91 Basalt Street, Geebung (#121)",Rhcommercial
2574,91 Wilston Rd Newmarket *,CushWakeQLD
2575,915 Nudgee Road,Duganandco
2576,"92-116 Holt Street, Pinkenba",CushWakeQLD
2577,"93 Magnesium Drive, Crestmead",CushWakeQLD
2578,930 Ipswich Road Rocklea,Rhcommercialsouthside
2579,"931 Kingsford Smith Drive, Eagle Farm",Rhcommercial
2580,948 Ipswich Road Moorooka,Rhcommercialsouthside
2581,"95 Tile Street, Wacol",CushWakeQLD
2582,"97 Wickham Terrace, Spring Hill",Rhcommercial
2583,"97 Wickham Terrace, Spring Hill (#1177)",Rhcommercial
2584,"975 Nudgee Road, Banyo",CushWakeQLD
2585,98 Wecker Rd Mandfield,CushWakeQLD
2586,"98 Wecker Road, Mansfield",CushWakeQLD
2587,99 Ninth Ave St Lucia *,Urbanproperty
2588,9a/130 Kingston Road Underwood,Rhcommercialsouthside
2589,Corner of Belgarah St and Epala St,Timaltass
2590,"Job #823 -	49-55 Morayfield Rd, Caboolture South",Commercialguys
2591,"Job 764 -	3/47 Lear Jet Dr, Caboolture",Commercialguys
2592,"Job ID 2113b - 335 Macdonnell Rd, Clontarf",Commercialguys
2593,"Job ID 300 - 110 Morayfield Rd, Caboolture South",Commercialguys
2594,"Job Id 765 - 11 Industry Dr, Caboolture Q 4510",Commercialguys
2595,"Job ID 790 - 33 King Street, Caboolture",Commercialguys
2596,"Job ID 798 - 23-25 Skyreach St, Caboolture",Commercialguys
2597,"Job ID 885 - U3, 2/8-10 Boeing Pl, Caboolture",Commercialguys
2598,"Job ID: 361	-  1642 Anzac Avenue, North Lakes",Commercialguys
2599,"Job. 798 - 	23-25 Skyreach St, Caboolture",Commercialguys
2600,"Lot 2, 3 &amp; 4 Baylink Avenue, Deception Bay",CushWakeQLD
2601,Rear 32 Sherwood Road Rocklea (ABC),Rhcommercialsouthside
2602,"Shop 14 1477 Anzac Avenue, Kallangur",Rhcommercial
2603,Site 504 Boundary Rd Archerfield,Rhcommercialsouthside
2604,"U3, 2/8-10 Boeing Pl, Caboolture",Commercialguys
2605,"Unit 1 Lot 5/459 Tufnell Road, Banyo",CushWakeQLD
2606,"Unit 1, 12 Merritt Street, Capalaba",Rhcommercialbayside
2607,"Unit 1, 20 Enterprise Street, Cleveland Qld 4163",Rhcommercialbayside
2608,Unit 1/9 Postle St Coopers Plains *,Rhcommercialsouthside
2609,"Unit 1&amp;4/ 482 Kingsford Smith Drive, Hamilton",Rhcommercial
2610,"Unit 11, 165 Bloomfield Street, Cleveland Qld 4163 (ABC SIGNS)",Rhcommercialbayside
2611,"Unit 12, 178-182 Redland Bay Road, Capalaba",Rhcommercialbayside
2612,"Unit 13, 45 Canberra St Hemmant",CushWakeQLD
2613,"Unit 1A, 51 Enterprise Street, Cleveland Qld 4163",Rhcommercialbayside
2614,"Unit 2, 1075 Beaudesert Road, Archerfield",Bluecommercial
2615,"Unit 2, 141 Lindum Road, Hemmant",Bluecommercial
2616,"Unit 2, 172 Redland Bay Road, Capalaba Qld 4157",Rhcommercialbayside
2617,"Unit 2, 18 Pickwick Street, Cannon Hill",Rhcommercialbayside
2618,"Unit 2, 28-30 Smith Street, Capalaba Qld 4157",Rhcommercialbayside
2619,"Unit 2, 63 Neumann Road, Capalaba Qld 4157",Rhcommercialbayside
2620,"Unit 2,1075 Beaudesert Road, Archerfield",Bluecommercial
2621,"Unit 3, 25 Veronica Street, Capalaba Qld 4157",Rhcommercialbayside
2622,"Unit 4, 259 South Street, Cleveland Qld 4163",Rhcommercialbayside
2623,"Unit 4, 3 Industry Place, Capalaba Qld 4157",Rhcommercialbayside
2624,"Unit 4, 42 Smith Street, Capalaba Qld 4157",Rhcommercialbayside
2625,"Unit 5, 1440 New Cleveland Road, Chandler",Rhcommercialbayside
2626,"Unit 5, 23 Smith Street, Capalaba Qld",Rhcommercialbayside
2627,"Unit 5, 30-32 Shore St West Ormiston",Rhcommercialsouthside
2628,"Unit 5, 30-32 Shore Street West, Ormiston Qld  (ABC SIGNS)",Rhcommercialbayside
2629,"Unit 8, 37 Veronica Street, Capalaba",Rhcommercialbayside
2630,"Unit 8, 5-7 Gordon Street, Ormiston",Rhcommercialbayside
2631,"Units 3 &amp; 4, 46 Smith Street, Capalaba Qld 4157",Rhcommercialbayside
2632,"Vicinty Home &amp; Trade Gateway Drive, Augustine Heights",CushWakeQLD
